Schluesse;Straftat;Gemeindeschluessel;Stadt_Landkreis;Kreisart;erfasste_Faelle;HZ_nach_Zensus;Versuche_Anzahl;Versuche_Anteil_in_Prozent;mit_Schusswaffe_gedroht;mit_Schusswaffe_geschossen;aufgeklaerte_Faelle;Aufklaerungsquote;Tatverdaechtige_insgesamt;Tatverdaechtige_maennlich;Tatverdaechtige_weiblich;Nichtdeutsche_Tatverdaechtige_Anzahl;Nichtdeutsche_Tatverdaechtige_Anteil_in_Prozent
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3157;Peine;LK;6507;4982;485;7.5;14;16;3584;55.1;2829;2150;679;735;26.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3158;Wolfenbüttel;LK;4826;4020;358;7.4;11;13;2751;57.0;2309;1744;565;392;17.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3241;Region Hannover;LK;117497;10416;9216;7.8;127;67;69883;59.5;42092;31552;10540;13474;32.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3251;Diepholz;LK;11807;5593;964;8.2;19;22;6960;58.9;5030;3909;1121;1054;21.0
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3252;Hameln-Pyrmont;LK;9529;6447;645;6.8;11;29;6572;69.0;4591;3344;1247;1031;22.5
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3254;Hildesheim;LK;17267;6289;1571;9.1;35;25;10353;60.0;7498;5637;1861;1470;19.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3255;Holzminden;LK;3629;5080;331;9.1;4;3;2451;67.5;1857;1360;497;240;12.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3256;Nienburg (Weser);LK;6328;5290;478;7.6;9;8;3824;60.4;2784;2081;703;443;15.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3257;Schaumburg;LK;9481;6084;747;7.9;18;8;5856;61.8;4060;3077;983;886;21.8
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3351;Celle;LK;13250;7522;880;6.6;21;17;8804;66.4;4694;3434;1260;858;18.3
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3352;Cuxhaven;LK;10380;5275;859;8.3;13;14;6013;57.9;4466;3344;1122;789;17.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3353;Harburg;LK;14518;5921;1403;9.7;16;14;8412;57.9;6128;4834;1294;1651;26.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3354;Lüchow-Dannenberg;LK;2778;5701;323;11.6;2;6;1838;66.2;1243;928;315;183;14.7
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3355;Lüneburg;LK;13030;7315;1117;8.6;12;14;7464;57.3;4894;3690;1204;814;16.6
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3356;Osterholz;LK;6191;5553;600;9.7;12;13;3624;58.5;2770;2142;628;556;20.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3357;Rotenburg (Wümme);LK;10143;6267;839;8.3;6;20;6198;61.1;4821;3798;1023;968;20.1
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3358;Landkreis Heidekreis;LK;11175;8205;893;8.0;14;11;6988;62.5;4754;3670;1084;1043;21.9
890000;Straftaten insgesamt, jedoch ohne Verstöße gegen das Aufenthalts-, das Asylverfahrens- und das Freizügigkeitsgesetz/EU (Schlüssel 725000);3359;Stade;LK;11778;5965;875;7.4;17;7;7237;61.4;4770;3589;1181;1056;22.1
